domainID	domainName
PRK05724	acetyl-CoA carboxylase carboxyltransferase subunit alpha
pfam17589	DUF5487 family protein
pfam01264	chorismate synthase
pfam01061	ABC transporter permease
CHL00068	50S ribosomal protein L20
pfam10055	YezD family protein
PRK10564	maltose operon protein MalM
cd03855	succinylglutamate desuccinylase
pfam04499	SAPS family protein
pfam14246	TetR/AcrR family transcriptional regulator
cd01399	glucosamine-6-phosphate deaminase
PRK09367	histidine ammonia-lyase
cd11299	O-fucosyltransferase family protein
pfam07818	HCNGP domain-containing protein
PRK10655	putrescine-ornithine antiporter PotE
PRK14025	3-isopropylmalate dehydrogenase
cl25898	Atg14 domain-containing protein
PRK14704	anaerobic ribonucleoside-triphosphate reductase
cl02596	nuclear hormone receptor family protein
cd15430	olfactory receptor
pfam08487	VIT and VWA domain-containing protein
pfam01774	urease accessory protein UreD
cd01857	guanine nucleotide-binding protein-like 1
cd14855	trafficking protein particle complex subunit 1
cd09328	actin-binding LIM protein
cd03045	glutathione S-transferase
cd17383	vesicular acetylcholine transporter
cd07722	beta-lactamase-like protein 2
pfam12722	Hid1 family protein
COG1452	LPS-assembly protein LptD
COG2224	isocitrate lyase family protein
cd16752	SINA family E3 ubiquitin-protein ligase
cd14052	WEE1 family protein kinase
pfam03949	NAD-dependent malic enzyme
pfam07258	COMM domain-containing protein
TIGR03534	peptide chain release factor N(5)-glutamine methyltransferase
pfam02674	PIN/TRAM domain-containing protein
cl20287	homeo-prospero domain-containing protein
pfam04556	type II restriction endonuclease
cd18327	zinc finger and BTB domain-containing protein 7B
cd18247	kelch-like protein 18
PRK10800	tol-pal system-associated acyl-CoA thioesterase
pfam01872	dihydrofolate reductase family protein
cd08161	SET domain-containing protein
pfam04855	SWI/SNF chromatin-remodeling complex subunit SNF5
COG3718	5-deoxy-glucuronate isomerase
COG4152	ABC transporter ATP-binding protein
cl31083	ABC transporter A family member
PRK05473	IreB family regulatory phosphoprotein
MTH00172	ATP synthase F0 subunit 6
COG4191	sensor histidine kinase
PRK10255	PTS N-acetyl glucosamine transporter subunit IIABC
cd08157	catalase
cl25994	leucine-rich repeat domain-containing protein
pfam09790	hyccin family protein
PLN02599	dihydroorotase
PRK10262	thioredoxin-disulfide reductase
pfam15773	DUF4701 domain-containing protein
pfam07883	cupin domain-containing protein
PRK13488	chemotaxis protein CheD
COG1925	multiphosphoryl transfer protein
PRK12795	flagellar motor switch protein FliM
COG1401	McrB family protein
pfam04916	phospholipase B family protein
PTZ00120	D-aminoacyl-tRNA deacylase
MTH00148	NADH dehydrogenase subunit 3
pfam15031	DUF4528 domain-containing protein
PRK10403	response regulator transcription factor NarP
cd14059	mitogen-activated protein kinase kinase kinase
cd02698	C1 family peptidase
cl34820	tetratricopeptide repeat protein
COG0513	DEAD/DEAH box helicase
COG1188	RNA-binding S4 domain-containing protein
PRK13462	acid phosphatase
cd00336	50S ribosomal protein L22
PRK05868	FAD-binding oxidoreductase
pfam02577	bifunctional nuclease family protein
cd01492	ubiquitin-activating E1 family protein
PRK15124	2 -5  RNA ligase family protein
cd14819	translin
PRK11281	MscS family mechanosensitive channel
pfam06173	DUF986 domain-containing protein
COG5651	PPE family protein
PRK12419	6,7-dimethyl-8-ribityllumazine synthase
PRK09550	S-methyl-5-thioribose kinase
PRK01346	GNAT family N-acetyltransferase
PRK13902	alanine--tRNA ligase
pfam14004	YqzK family protein
PRK00481	NAD-dependent deacylase
PRK09259	oxalyl-CoA decarboxylase
pfam07978	NIPSNAP family protein
pfam14969	DUF4508 domain-containing protein
pfam05437	AzlD domain-containing protein
COG2508	PucR family transcriptional regulator
cl38314	mS29 family ribosomal protein
smart00421	LuxR family transcriptional regulator
PRK05720	S-methyl-5-thioribose-1-phosphate isomerase
PRK03739	2-isopropylmalate synthase
COG3275	sensor histidine kinase
pfam12251	snRNA-activating protein complex subunit
CHL00035	photosystem II CP43 chlorophyll apoprotein
pfam13997	YqjK-like family protein
COG0424	nucleoside triphosphate pyrophosphatase
pfam05708	C40 family peptidase
PRK09917	threonine/serine exporter family protein
COG5492	Ig domain-containing protein
pfam03121	UL52/UL70 DNA primase domain-containing protein
PRK09004	FMN-binding protein MioC
cl00935	class I SAM-dependent methyltransferase
pfam13618	alpha/beta hydrolase
cd15712	PHD finger protein 11
pfam08729	HUN domain-containing protein
pfam02598	RNA methyltransferase
PRK09971	xanthine dehydrogenase FAD-binding subunit XdhB
PRK13357	branched-chain amino acid aminotransferase family protein
cd06384	atrial natriuretic peptide receptor 2
COG5398	heme oxygenase (biliverdin-producing)
smart00579	FBD-associated F-box protein
pfam09997	DUF2238 domain-containing protein
COG0411	ABC transporter ATP-binding protein
pfam03998	UTP11 family protein
PRK10139	serine endoprotease DegQ
PRK04165	acetyl-CoA decarbonylase/synthase complex subunit gamma
pfam04994	TfoX/Sxy family protein
cd13659	polyamine ABC transporter substrate-binding protein
PRK13007	succinyl-diaminopimelate desuccinylase
pfam01399	PCI domain-containing protein
TIGR03815	CpaE-like family protein
PRK10314	GNAT family N-acetyltransferase
TIGR00710	MFS transporter
pfam06426	serine acetyltransferase
pfam16563	transcriptional repressor p66A/B
PRK09435	ArgK/MeaB family GTPase
pfam04547	anoctamin
MTH00071	NADH dehydrogenase subunit 1
COG4117	cytochrome b/b6 domain-containing protein
pfam01955	adenosylcobinamide amidohydrolase
COG4048	DUF2111 domain-containing protein
COG1670	N-acetyltransferase
cd00171	ARF guanine-nucleotide exchange factor
COG1765	OsmC family protein
pfam10504	DUF2452 domain-containing protein
smart01083	CIR N-terminal domain-containing protein
pfam09955	DUF2189 domain-containing protein
PRK08025	kdo(2)-lipid IV(A) palmitoleoyltransferase
cd01146	AraC family transcriptional regulator
cd01699	RNA-dependent RNA-polymerase
PRK13659	DUF1283 domain-containing protein
NF033092	cell wall metabolism sensor histidine kinase WalK
cd00683	undecaprenyl diphosphate synthase family protein
pfam13565	helix-turn-helix domain-containing protein
cl00227	YbhB/YbcL family Raf kinase inhibitor-like protein
PLN02754	chorismate synthase
cd12518	serine/arginine-rich splicing factor 11
COG0438	glycosyltransferase
TIGR03182	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
cd05831	60S acidic ribosomal protein P1
PRK11359	oxygen-sensing cyclic-di-GMP phosphodiesterase
cd04330	RPB7/RPC8 family DNA-directed RNA polymerase subunit
PRK03359	electron transfer flavoprotein FixA
PLN00036	40S ribosomal protein S4
pfam13839	trichome birefringence-like family protein
PRK10748	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
pfam10921	DUF2710 domain-containing protein
pfam08334	type II secretion system protein GspG
PRK00005	methionyl-tRNA formyltransferase
cd03748	penicillin G acylase
TIGR03717	TerC family protein
cd00886	bifunctional molybdopterin adenylyltransferase MobB/molybdopterin molybdotransferase MoeA family protein
cd14344	tyrosyl-DNA phosphodiesterase 2
pfam00876	innexin/pannexin family protein
cl09592	DUF1479 domain-containing protein
cd17378	organic cation/carnitine transporter
TIGR01647	plasma-membrane proton-efflux P-type ATPase
COG2367	serine hydrolase
TIGR00147	diacylglycerol kinase family lipid kinase
PRK11906	transcriptional regulator
PRK00694	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
COG2423	ornithine cyclodeaminase family protein
PRK05449	aspartate 1-decarboxylase
TIGR01018	40S ribosomal protein S9
cl29474	riboflavin kinase
PRK15038	autoinducer 2 ABC transporter permease LsrD
pfam00313	cold shock domain-containing protein
COG2911	translocation/assembly module TamB
pfam14159	CAAD domain-containing protein
PRK15074	inosine/guanosine kinase
pfam14712	snapin/pallidin family protein
smart00295	FRMD7 family protein
cd18227	BTB/POZ domain-containing protein
cl41227	hypermethylated in cancer 2 protein
pfam02771	acyl-CoA dehydrogenase family protein
cd11290	protein flightless-1 homolog
PRK10572	DNA-binding transcriptional regulator AraC
cd07593	BAR domain-containing protein
cl01318	YkvA family protein
pfam12079	DUF3558 domain-containing protein
cd00542	choloylglycine hydrolase family protein
PLN00152	RpoK/RPB6 RNA polymerase subunit family protein
pfam04181	Rtr1/RPAP2 family protein phosphatase
cl03114	exosome complex component
PRK08235	acetyl-CoA C-acetyltransferase
PRK14422	acylphosphatase
cd01162	isobutyryl-CoA dehydrogenase
cd04167	116 kDa U5 small nuclear ribonucleoprotein component
cl27809	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY family protein
cd00568	thiamine pyrophosphate-dependent enzyme
PRK12294	ATP phosphoribosyltransferase regulatory subunit
cd22136	F-box/WD repeat-containing protein
COG2932	helix-turn-helix transcriptional regulator
PRK10490	sensor histidine kinase
pfam00621	pleckstrin homology domain-containing family G member 3
pfam05275	copper resistance protein B
cl34780	DEAD/DEAH box helicase
PRK07721	flagellar protein export ATPase FliI
PRK06012	flagellar biosynthesis protein FlhA
PRK00870	haloalkane dehalogenase
pfam05637	glycosyltransferase family 34 protein
pfam07073	Rho-binding antiterminator
pfam04706	dickkopf-related protein
cd14829	coatomer subunit zeta
PRK11145	pyruvate formate lyase 1-activating protein
PLN02285	methionyl-tRNA formyltransferase
TIGR03607	patatin-like protein
pfam13415	leucine-zipper-like transcriptional regulator 1
pfam10697	DUF2502 domain-containing protein
pfam14667	murein biosynthesis integral membrane protein MurJ
pfam02810	methionyl aminopeptidase
cd11532	nucleoside triphosphate pyrophosphohydrolase
pfam00027	cyclic nucleotide-gated ion channel
PRK02821	RNA-binding protein
cl29306	NAD-glutamate dehydrogenase
COG2965	primosomal replication protein N
cl16717	DUF4326 domain-containing protein
cd18272	kelch repeat and BTB domain-containing protein 4
pfam03150	cytochrome-c peroxidase
cd10031	uracil-DNA glycosylase
COG1138	heme lyase CcmF/NrfE family subunit
pfam01365	ryanodine receptor
pfam13992	YecR-like lipofamily protein
cd05934	ATP-dependent acyl-CoA ligase
cd08179	iron-containing alcohol dehydrogenase
cd12438	RNA-binding protein
MTH00216	NADH dehydrogenase subunit 1
pfam00689	cation-translocating P-type ATPase
cl00075	ATP-binding protein
CHL00020	photosystem II protein N
PRK10367	MATE family efflux transporter
TIGR02210	rod shape-determining protein RodA
cd12596	serine/arginine-rich splicing factor 6
pfam03592	terminase small subunit
COG1135	methionine ABC transporter ATP-binding protein
cd09680	type III-A CRISPR-associated protein Cas10/Csm1
COG2920	TusE/DsrC/DsvC family sulfur relay protein
COG0174	glutamine synthetase
cl13716	intraflagellar transport 46 family protein
PLN00027	TIP-type aquaporin
pfam00589	very late expression factor 1
PRK04517	DUF2057 domain-containing protein
COG0558	CDP-alcohol phosphatidyltransferase family protein
PRK09275	bifunctional aspartate transaminase/aspartate 4-decarboxylase
PRK10584	ABC transporter ATP-binding protein
cd06588	VOC family protein
cl02830	tyrosinase family protein
CHL00152	50S ribosomal protein L32
pfam04224	YkgB family protein
PRK11114	cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB
COG3189	DUF488 domain-containing protein
COG4537	competence type IV pilus major pilin ComGC
COG0301	tRNA sulfurtransferase
cd05300	D-2-hydroxyacid dehydrogenase
PRK05399	MutS family DNA mismatch repair protein
cd00279	YlxR family protein
pfam00019	TGF-beta family protein
cd02423	C39 family peptidase
cd17416	NRT1/PTR family MFS transporter
cd03482	DNA mismatch repair protein MutL
cd02893	protein farnesyltransferase subunit beta
pfam01484	cuticular collagen family protein
TIGR02122	TAXI family TRAP transporter solute-binding subunit
PRK13569	anthranilate synthase component I
pfam04845	Pur family transcription activator
COG4890	CydX/CbdX family cytochrome bd oxidase small subunit
PRK00595	50S ribosomal protein L33
TIGR02403	alpha,alpha-phosphotrehalase
cd08050	transcription initiation factor TFIID subunit 6 HEAT repeat domain-containing protein
PTZ00148	40S ribosomal protein S8
TIGR03413	hydroxyacylglutathione hydrolase
pfam05730	CFEM domain-containing protein
PRK03612	spermidine synthase
cd01017	metal ABC transporter substrate-binding protein
cl34918	synaptobrevin family protein
pfam01480	RNA-binding protein 27
cd09317	tellurite-resistance/dicarboxylate transporter family protein
pfam06611	DUF1145 domain-containing protein
cd15501	integrator complex subunit 12
PRK04148	UPF0146 family protein
cl23754	DMT family transporter
PTZ00280	actin-related protein 3
pfam15778	unc-80 domain-containing protein
cl33938	ATP-dependent Clp protease ATP-binding subunit
COG0373	glutamyl-tRNA reductase
PRK11168	FAD-binding oxidoreductase
cd07679	protein kinase C and casein kinase substrate in neurons protein 2
PRK00090	dethiobiotin synthase
cd18333	hypermethylated in cancer 1 protein
COG2376	dihydroxyacetone kinase family protein
cd00303	retroviral-like aspartic protease
pfam05078	DMP family protein
cd03460	catechol 1,2-dioxygenase
pfam12158	DUF3592 domain-containing protein
cd08947	NmrA family NAD(P)-binding protein
cd10806	carbohydrate deacetylase
pfam04551	flavodoxin/ferredoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
pfam06271	RDD family protein
pfam09376	DNA double-strand break repair nuclease NurA
pfam17452	YnfE family protein
pfam02535	ZIP family metal transporter
TIGR03828	1-phosphofructokinase
cd12055	SH3 domain-containing protein
cd08346	ring-cleaving dioxygenase
cd03467	Rieske (2Fe-2S) protein
pfam12499	perphorin family protein
cd07031	DNA-directed RNA polymerase II subunit RPB3
COG0652	peptidylprolyl isomerase
cd18414	potassium voltage-gated channel subfamily C protein
pfam03591	AzlC family ABC transporter permease
COG2409	MMPL family transporter
cd17733	protein ECT2
PRK09430	co-chaperone DjlA
PRK03137	L-glutamate gamma-semialdehyde dehydrogenase
cd14838	AP-4 complex subunit mu
PRK10484	SLC5 family protein
pfam13148	YfjI family protein
pfam04652	Vta1 family protein
pfam10898	DUF2716 domain-containing protein
pfam12974	sensor histidine kinase
PRK12685	flagellar basal body rod protein FlgB
cl13809	condensin-2 complex subunit G2
cl04754	LMBR1 domain-containing protein
COG2207	AraC family transcriptional regulator
TIGR01230	agmatinase
PRK08133	O-succinylhomoserine sulfhydrylase
pfam02049	flagellar hook-basal body complex protein FliE
pfam14964	DUF4507 domain-containing protein
cl29638	Hsp90 family protein
PLN02437	ribonucleoside-diphosphate reductase subunit alpha
pfam01243	pyridoxamine 5 -phosphate oxidase family protein
pfam14875	divergent protein kinase domain 1
pfam03589	antitermination protein
cl28703	MipA/OmpV family protein
PRK10481	AroM family protein
PRK13189	peroxiredoxin
pfam04157	EAP30/Vps36 family vacuolar-sorting protein
cd16467	RING-H2 finger protein
PRK14089	lipid-A-disaccharide synthase
cd03350	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
pfam07423	YrrS family protein
PRK10551	cyclic diguanylate phosphodiesterase
PRK14012	IscS subfamily cysteine desulfurase
PLN02783	diacylglycerol O-acyltransferase
cd10814	alpha-mannosidase
PRK11445	CbrA family FAD-binding protein
TIGR00752	Slp family lipoprotein
PRK13776	formimidoylglutamase
