Complex ac	Recommended name
CPX-5636	Eukaryotic translation initiation factor 4F, EIF4A2 and EIF4G3 variant
CPX-6701	Dehydrodolichyl diphosphate synthase complex
CPX-6082	Nuclear meiotic cohesin complex, RAD21 variant
CPX-2474	Actin-related protein 2/3 complex
CPX-6022	KbaYZ tagatose-1,6-bisphosphate aldolase complex
CPX-1320	Peptide:N-glycanase-Rad23 complex
CPX-1828	Integrin alphaD-beta2 complex
CPX-1263	Brain-specific SWI/SNF ATP-dependent chromatin remodeling complex, ARID1B-SMARCA2 variant
CPX-7973	SCF E3 ubiquitin ligase complex, FBXO33 variant
CPX-2454	Dystrophin glycoprotein complex, retinal outer plexiform layer variant
CPX-6409	bZIP transcription factor complex, ATF2-ATF7
CPX-1233	SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6A-ARID1A-SMARCA4 variant
CPX-1358	ced-3-ced-4-mac-1 complex
CPX-1586	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK9
CPX-2230	RSF complex
CPX-435	Translation release factor ERF1-ERF3 complex
CPX-1967	Plasma membrane fumarate reductase complex
CPX-6304	ATP8B3-CDC50A P4-ATPase complex
CPX-2795	CRL4-CDT2 E3 ubiquitin ligase complex, CUL4A variant 
CPX-358	ATG5-ATG12-TECPR1 complex
CPX-1202	Neuron-specific SWI/SNF ATP-dependent chromatin remodeling complex, ARID1A-SMARCA2 variant
CPX-759	p53-MDM2 transcriptional regulation complex
CPX-1374	SAS-5-SAS-6 complex
CPX-1437	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK10
CPX-496	RXRalpha-PXR nuclear receptor complex
CPX-7481	DNA-directed RNA polymerase II complex
CPX-650	CRL4-DDB2 E3 ubiquitin ligase complex, CUL4A variant 
CPX-2523	COPII vesicle coat complex
CPX-3623	ATR-ATRIP DNA damage-sensing kinase complex
CPX-787	GINS complex
CPX-5897	Alternative pathway pathogen cell-bound C5 convertase complex C3bBbC3bP
CPX-846	INO80 chromatin remodeling complex
CPX-5890	Translocation and assembly module complex
CPX-1626	CORVET complex
CPX-7968	SCF E3 ubiquitin ligase complex, FBXO30 variant
CPX-2744	 Phosphatidylinositol 3-kinase complex, class III, ATG14 variant
CPX-3233	GSE complex
CPX-6271	NatA N-alpha-acetyltransferase complex, NAA10-NAA15 variant
CPX-2909	Platelet-derived growth factor CC complex
CPX-2222	ZER1-Elongin C-Elongin B E3 ubiquitin ligase complex
CPX-1220	Brain-specific SWI/SNF ATP-dependent chromatin remodeling complex, ARID1B-SMARCA2 variant
CPX-1286	Laminin221-nidogen complex 
CPX-675	SLIK (SAGA-like) complex
CPX-533	Adaptor complex AP-1R
CPX-1129	Atk-1/Akt-2/Sgk-1 protein kinase complex
CPX-6502	Glycosylphosphatidylinositol-N-acetylglucosaminyltransferase complex
CPX-7582	Non-canonical polycomb repressive complex 1.5, RING1-RYBP-CKIIA1-A2 variant
CPX-6264	Fanconi anemia ID complex
CPX-4442	MRN complex
CPX-1307	Nascent polypeptide-associated complex, BTT1-EGD2 variant
CPX-2383	Polybromo-containing BRAHMA associated proteins complex
CPX-2261	TREX transcription-export complex
CPX-8093	SWI5-SFR1 recombination accessory factor
CPX-1812	1,3-beta-D-glucan synthase complex, FKS1-RHO1 variant
CPX-556	Mitochondrial isocitrate dehydrogenase complex (NAD+)
CPX-2910	BRE1-RAD6 ubiquitin ligase complex
CPX-1900	Chromosomal passenger complex
CPX-480	AP-1 transcription factor complex FOS-JUN-NFATC2
CPX-1430	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK3
CPX-1717	TORC2 complex
CPX-5859	AMPK complex, alpha2-beta2-gamma2 variant
CPX-5701	Kinetochore MIS12 complex
CPX-7902	GID E3 ubiquitin ligase complex, RMND5A-RANBP10 variant
CPX-859	MSL histone acetyltransferase complex
CPX-5053	Neuronal AP-3 Adaptor complex, sigma3b variant
CPX-1213	Neural progenitor-specific SWI/SNF ATP-dependent chromatin remodeling complex, ARID1B-SMARCA2 variant
CPX-2901	PDGF receptor alpha - PDGF-AB complex
CPX-1249	SDS22-GLC7 phosphatase complex
CPX-4244	Pyrin inflammasome
CPX-2347	NoRC chromatin remodelling complex
CPX-2273	Non-canonical polycomb repressive complex 1.4, RING1-RYBP variant
CPX-4243	AIM2 inflammasome
CPX-2324	Polycomb repressive complex 2.1, EZH2-RBBP4-PCL1-EPOP variant
CPX-1595	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK18
CPX-7528	Polycomb repressive complex 1, RING2-PCGF2-CBX6-PHC2 variant
CPX-6321	CLCN7-OSTM1 chloride channel complex
CPX-2683	SCF E3 ubiquitin ligase complex, FBXL7 variant
CPX-4722	BRCA1-C complex
CPX-1296	Urease activation complex
CPX-2891	PDGF receptor beta - PDGF-CC complex
CPX-101	Titin-Telethonin complex
CPX-1733	NOC1-NOC2 pre-ribosome maturation complex
CPX-1728	Collagen type V trimer variant 2
CPX-499	Catenin-Cadherin complex
CPX-1119	Calcineurin-Calmodulin-AKAP5 complex, gamma-R2 variant
CPX-5831	NF-kappaB DNA-binding transcription factor complex, p52/RelB
CPX-1636	Protein geranylgeranyltransferase type II complex
CPX-660	HOXC9-Geminin transcriptional repressor complex
CPX-6401	bZIP transcription factor complex, ATF1-ATF1
CPX-2758	CRL4-ERCC8 E3 ubiquitin ligase complex, CUL4B variant
CPX-3575	Acetolactate synthase III complex
CPX-6421	bZIP transcription factor complex, ATF2-JUNB
CPX-7009	bZIP transcription factor complex, BATF-CEBPD
CPX-1549	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK15
CPX-664	RXRalpha-RXRalpha retinoic acid receptor complex
CPX-797	HBO1-5.1 histone acetyltransferase complex
CPX-8089	CRL3 E3 ubiquitin ligase complex, KLHL12 variant 
CPX-2646	SCF-SLMB E3 ubiquitin ligase complex
CPX-164	PPP4C-PPP4R2-PPP4R3B protein phosphatase 4 complex
CPX-5836	NF-kappaB DNA-binding transcription factor complex, c-Rel/c-Rel
CPX-1155	CoQ biosynthetic complex
CPX-1799	Integrin alphaIIb-beta3 complex
CPX-7162	ESCRT-I complex, VPS37A-MVB12A variant
CPX-1951	Replication restart pre-primosome complex, priAB variant
CPX-2971	Collagen type X trimer
CPX-3165	Laminin-332 complex variant B
CPX-2064	Cyclin A2-CDK1 complex
CPX-2800	Snf1 protein kinase complex variant SIP2 
CPX-2145	tRNA-specific 2-thiouridylase tusE-mnmA complex
CPX-1073	RISC-loading complex, PRKRA variant
CPX-4269	NLRP1b inflammasome, allele-3 variant
CPX-925	mRNA nuclear export factor complex, NXF2-NXT1
CPX-5024	rpoS-rssB sigma-antisigma complex
CPX-2564	Nucleosome, variant H3.1t-H2A.2-H2B.1
CPX-5871	Keratin-1 - Keratin-10 dimer complex
CPX-2292	Non-canonical polycomb repressive complex 1.3, RING2-RYBP-CKIIA1-A2 variant
CPX-250	GABA-A receptor, alpha-1/beta-2/gamma-2
CPX-815	MSL histone acetyltransferase complex
CPX-2518	MNT-MAX transcriptional repressor complex
CPX-880	MBD2/NuRD nucleosome remodeling and deacetylase complex
CPX-5048	Ubiquitous AP-1 Adaptor complex, sigma1b variant
CPX-2748	SCF E3 ubiquitin ligase complex, FBXL21 variant
CPX-1700	CLN3-CDC28 kinase complex
CPX-7844	Glycine receptor complex, GLRA2-GLRB
CPX-2701	Cleavage stimulation factor complex, CSTF2 variant
CPX-2336	4EHP-GIGYF1 co-translational mRNA decay complex, ZNF598 variant
CPX-618	DNA ligase IV complex
CPX-1529	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK16
CPX-292	NMDA receptor complex, GluN1-GluN2C
CPX-1056	Importin complex, KPNA1 variant
CPX-2486	THUMPD3-TRM112 methyltransferase complex
CPX-1711	RIX1 complex
CPX-1504	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK11
CPX-8007	CRL3 E3 ubiquitin ligase complex, KLHL1 variant 
CPX-2438	SCF E3 ubiquitin ligase complex, FBXL8 variant
CPX-2390	Class IA phosphatidylinositol 3-kinase complex
CPX-1461	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK13
CPX-8063	CRL3 E3 ubiquitin ligase complex, KLHL5 variant 
CPX-1676	ATG1 protein kinase complex
CPX-6586	bZIP transcription factor complex, ATF5-CEBPA
CPX-3062	Glutamate decarboxylase 2 complex
CPX-4764	TRAPP II complex
CPX-7002	bZIP transcription factor complex, BATF-BATF
CPX-1980	H-NS-Cnu transcription factor complex
CPX-4821	unc-51-atg-13 complex
CPX-78	DNA mismatch repair MutSbeta complex 
CPX-2713	Little elongation complex, ELL2 variant
CPX-1772	Laminin-121 complex
CPX-3005	Collagen type XXIII trimer
CPX-7783	PSPC1 RNA-binding homodimer
CPX-6273	NatA N-alpha-acetyltransferase complex, NAA11-NAA15 variant
CPX-8005	SCF E3 ubiquitin ligase complex, FBXO46 variant
CPX-474	TOM40 mitochondrial outer membrane translocase holocomplex
CPX-6164	Complement factor I-H-C3b complex
CPX-2144	TusBCDE complex
CPX-2280	Non-canonical polycomb repressive complex 1.2, RNF2-YAF2 variant
CPX-3564	KdpFABC potassium import complex
CPX-1806	Rad17-Mec3-Ddc1 checkpoint clamp complex
CPX-71	bZIP transcription factor complex, CEBPA-CEBPA
CPX-2211	Commander complex
CPX-1838	a-agglutinin
CPX-1166	CUL8-MMS1-ESC2 E3 ubiquitin ligase complex
CPX-6383	Katanin complex, KATNAL2-KATNBL1 variant
CPX-600	Cytoplasmic exosome complex, DIS3L-EXOSC10 variant
CPX-744	c-MYC-BIN1 complex
CPX-608	ADA complex
CPX-8104	VCP-NPL4-UFD1-FAF2 AAA ATPase complex
CPX-6564	bZIP transcription factor complex, ATF4-FOS
CPX-2796	Nuclear mitotic cohesin complex
CPX-3088	PAS complex
CPX-3943	Pyruvate dehydrogenase complex
CPX-3464	MlaFEDB lipid transport complex
CPX-2845	LKB1-STRAD-MO25 serine/threonine protein kinase complex, CAB39-STRADA variant
CPX-6044	STAT3/STAT5B complex
CPX-6267	NELF negative elongation factor complex 
CPX-875	NSL histone acetyltransferase complex
CPX-3601	TGA2 complex
CPX-7013	bZIP transcription factor complex, BATF-JUND
CPX-6005	Interferon alpha receptor-ligand complex, IFNA17 variant
CPX-5667	CCAAT-binding factor complex, nfya-2 variant
CPX-8165	MON1-CCZ1B guanyl-nucleotide exchange factor complex, MON1A variant
CPX-6469	bZIP transcription factor complex, ATF3-CEBPA
CPX-6542	bZIP transcription factor complex, ATF4-CREBZF
CPX-6041	STAT1/STAT3 complex
CPX-8106	CRL3 E3 ubiquitin ligase complex, KLHL18 variant 
CPX-1371	SNO2-SNZ1 pyridoxal 5 -phosphate synthase complex
CPX-989	PCAF histone acetylase complex
CPX-5790	AMPK complex, alpha2-beta2-gamma1 variant
CPX-6365	Katanin complex, KATNA1-KATNB1 variant
CPX-2541	MMS2-UBC13 ubiquitin ligase complex
CPX-2554	SCF E3 ubiquitin ligase complex, FBXL19 variant
CPX-450	Multimerin-2 complex
CPX-1497	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK6
CPX-2787	CRL4-DCAF9 E3 ubiquitin ligase complex, CUL4A variant 
CPX-4404	Ferric-enterobactin ABC transporter complex
CPX-2351	ToRC chromatin remodelling complex
CPX-313	Amiloride-sensitive sodium channel complex, delta-beta-gamma
CPX-945	TLR4-TLR6 toll-like receptor complex
CPX-4225	GBAF (SWI/SNF) ATP-dependent chromatin remodeling complex, ACTL6B-BICRA-SMARCA4 variant
CPX-1952	Replication restart pre-primosome complex, priAC variant
CPX-442	Beta-catenin destruction core complex, APC2-AXIN1-GSK3A variant
CPX-3807	50S large ribosomal subunit
CPX-591	Nucleolar exosome complex, EXOSC10 variant
CPX-409	GABA-A receptor, alpha-3/beta-3/gamma-2
CPX-63	bZIP transcription factor complex, Cebpb-Cebpb
CPX-957	Nuclear cap-binding complex
CPX-3881	arr-1-mpz-1-daf-18 complex
CPX-3381	Egg-3/4/5 MBK-2 complex
CPX-5041	Glutamate synthase [NADPH] complex
CPX-1350	LSM1-7-PAT1 complex, variant LSM1B-LSM3A-LSM6B-PAT1
CPX-2075	Cyclin D1-CDK4 complex
CPX-2175	5-hydroxytryptamine-3A receptor complex
CPX-2498	DNA fragmentation factor complex
CPX-3288	HSP90A-CDC37 chaperone complex
CPX-1516	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK3
CPX-3136	Ryanodine 1 complex
CPX-2603	Polycomb repressive complex 2, Jarid2-jing variant
CPX-2786	CRL4-DCAF7 E3 ubiquitin ligase complex, CUL4B variant 
CPX-5182	AP-5 Adaptor complex
CPX-3199	KIF3 complex variant AC
CPX-1304	MYO2-VAC17-VAC8 transport complex
CPX-2111	DNA polymerase epsilon complex
CPX-3029	Collagen type XXVIII trimer
CPX-1793	TREX complex
CPX-5343	RXRalpha-NCOA1 activated retinoic acid receptor complex
CPX-803	MORF1 histone acetyltransferase complex
CPX-6585	bZIP transcription factor complex, ATF5-BATF
CPX-3038	PMT5-PMT2 dolichyl-phosphate-mannose-protein mannosyltransferase complex
CPX-2033	BAK1 oligomer
CPX-2627	Non-canonical polycomb repressive complex 1.1, RING2-PCGF1-RYBP variant
CPX-6036	Eukaryotic translation initiation factor 3 complex
CPX-1398	LSM1-7-PAT1 complex, variant LSM1B-LSM3B-LSM6B-PAT1H1
CPX-2251	General transcription factor complex TFIIA, TfIIA-S-2 variant
CPX-881	Calcineurin-Calmodulin-AKAP5 complex, alpha-R1 variant
CPX-1470	Myosin class I complex, MYO5 variant
CPX-2876	Ribonuclease MRP complex
CPX-4621	CCM complex
CPX-5122	 XdhABC xanthine dehydrogenase complex
CPX-3890	FACT complex hmg-3 variant
CPX-7014	bZIP transcription factor complex, BATF-DBP
CPX-1565	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK9
CPX-1604	Small ribosomal subunit processome
CPX-1735	NOP14-NOC4 complex
CPX-601	Cytoplasmic exosome complex, Dis3l-Exosc10 variant
CPX-5283	Hybg-HypDE Ni-hydrogenase maturation complex
CPX-1563	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK7
CPX-2166	GABA-A receptor, alpha-3/beta-3/gamma-2
CPX-6144	URI1 prefoldin co-chaperone complex
CPX-5668	Nucleosome, variant H3.2-H2A.2-H2B.1
CPX-2065	Cyclin A1-CDK2 complex
CPX-2101	DNA polymerase delta complex
CPX-2610	Retromer complex
CPX-5643	Kinetochore MIS12 complex
CPX-5963	Mitochondrial calcium uniporter complex, MICU1 variant
CPX-1833	SEC61 protein-conducting channel complex
CPX-5841	AMPK complex, alpha1-beta2-gamma3 variant
CPX-3020	Laminin-522 complex
CPX-2083	Cyclin E1-CDK2 complex
CPX-34	ANPR-A receptor complex
CPX-2511	Small ribosomal subunit processome
CPX-1885	NineTeen complex
CPX-1531	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK18
CPX-373	ULK1-ATG13-RB1CC1-ATG101 autophagy initiation complex
CPX-2710	Little elongation complex
CPX-1417	BBP-MUD2 branchpoint-binding complex 
CPX-3483	Shieldin complex
CPX-6223	Thrombin-Thrombomodulin complex
CPX-6525	bZIP transcription factor complex, ATF4-CEBPA
CPX-4464	Matrilin-2 complex
CPX-6042	STAT1/STAT4 complex
CPX-588	Calcineurin complex variant 1
CPX-681	Exon junction subcomplex Magohb-Y14
CPX-2774	CHAT histone acetyltransferase complex
CPX-1559	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK3
CPX-635	Exon junction core complex, Magoh variant
CPX-1939	TRAPP II complex
CPX-1542	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK8
CPX-3268	Cyclin-dependent protein kinase-activating kinase complex
CPX-2006	Cyclin A2-CDK2 complex
CPX-599	Nuclear/nucleolar exosome complex, DIS3-RRP6 variant
CPX-3225	CLOCK-BMAL1 transcription complex
CPX-3069	CDC48-NPL4-VMS1 AAA ATPase complex
CPX-6787	bZIP transcription factor complex, ATF7-JUNB
CPX-86	Beta-catenin-ICAT complex
CPX-4228	GBAF (SWI/SNF) ATP-dependent chromatin remodeling complex, ACTL6B-BICRAL-SMARCA2 variant
CPX-8184	B(0,+)AT1-rBAT heteromeric amino acid transporter complex
CPX-1115	Calcineurin-Calmodulin-AKAP5 complex, alpha-R2 variant
CPX-1779	Laminin-511 complex
CPX-1895	mRNA cleavage factor complex CFIA
CPX-6416	bZIP transcription factor complex, ATF2-FOS
CPX-1193	Vacuolar proton translocating ATPase complex, vacuole variant
CPX-5153	AP-2 Adaptor complex, alpha2 variant
CPX-7664	60S cytosolic large ribosomal subunit, testis-specific variant
CPX-703	PPARgamma-NCOA2 activated nuclear receptor complex
CPX-3080	Microprocessor complex
CPX-1864	SIT4-SAP155 phosphatase complex
CPX-1893	MPP10 complex
CPX-7505	Polycomb repressive complex 1, RING1-PCGF4-CBX4-PHC1 variant
CPX-1729	Collagen type V trimer variant 3
CPX-2939	Embryonic hemoglobin complex
CPX-8081	Rixosome RNA degradation complex
CPX-2949	Protein geranylgeranyl transferase type I complex
CPX-2152	UvrB pre-incision complex
CPX-1404	LSM1-7-PAT1 complex, variant LSM1B-LSM3A-LSM6B-PAT1H2
CPX-1753	Collagen type XII trimer
CPX-548	NDC80 complex
CPX-3185	Piccolo NuA4 histone acetyltransferase complex
CPX-1402	LSM1-7-PAT1 complex, variant LSM1A-LSM3B-LSM6B-PAT1H2
CPX-1042	GAL3-GAL80 transcription regulation complex
CPX-544	PCNA homotrimer
CPX-6237	FCN1-MASP2 lectin-protease complex
CPX-1091	DNA polymerase zeta complex
CPX-62	bZIP transcription factor complex, Cebpb-Ddit3
CPX-5802	ZHP-3-ZHP-4 meiotic pro-crossover complex
CPX-125	Sodium:potassium-exchanging ATPase complex, FXYD2 variant
CPX-5969	Glucitol/sorbitol enzyme II complex
CPX-4123	NLGN1(+SSA+SSB) - NRXN1-beta(-SS4) complex
CPX-5896	Alternative pathway pathogen cell-bound C3 convertase complex C3bBbP
CPX-3261	Kv4.2-KChIP2 channel complex
CPX-2879	Platelet-derived growth factor CC complex
CPX-2928	Embryonic hemoglobin Gower-1 complex
CPX-2408	CRUMBS-PALS1-PATJ cell polarity complex
CPX-81	DNA mismatch repair MutSalpha complex
CPX-2850	METTL5-TRM112 methyltransferase complex
CPX-7742	LIN-10-LIN-2-LIN-7 complex, LIN7C variant
CPX-916	TFTC histone acetylation complex
CPX-2561	VHL-Elongin C-Elongin B E3 ubiquitin ligase complex
CPX-1250	Polybromo-associated SWI/SNF ATP-dependent chromatin remodeling complex, ACTL6B variant
CPX-6123	Mitochondrial respiratory chain complex IV
CPX-1581	SCF(TIR1) ubiquitin ligase complex, variant CUL2-RBX1B-ASK4
CPX-2934	Hemoglobin Bart s complex
CPX-6131	TIM8A-TIM13 mitochondrial intermembrane space protein transporter complex
CPX-3160	Vascular endothelial growth factor A complex
CPX-444	ACF chromatin remodeling complex
CPX-3207	Mitochondrial pyruvate dehydrogenase complex
CPX-2697	Glycosylphosphatidylinositol-mannosyltransferase I complex
CPX-1704	MSH4-MSH5 complex
CPX-1049	Calcineurin-Calmodulin complex, alpha-R2 variant
CPX-8066	Survival motor neuron complex, Gem4B variant
CPX-8143	Sodium:potassium-exchanging ATPase complex, FXYD5 variant
CPX-1432	SCF(COI1) ubiquitin ligase complex, variant CUL1-RBX1A-ASK5
CPX-2624	FLCN-FNIP GTPase-activating complex, FNIP1 variant
CPX-1364	SMC5-SMC6 SUMO ligase complex
CPX-7722	Fukutin-FKRP-TMEM5 multienzyme complex
CPX-5769	MERS-CoV Spike - human DPP4 receptor complex
CPX-1552	SCF(TIR1) ubiquitin ligase complex, variant CUL1-RBX1B-ASK18
CPX-1150	SWI/SNF chromatin remodelling complex
CPX-2421	DNA polymerase delta complex
CPX-1483	SCF(COI1) ubiquitin ligase complex, variant CUL2-RBX1A-ASK13
CPX-2208	Phenylalanyl-tRNA synthetase complex
CPX-1882	HAP1 transcriptional repressor complex, SSA1 variant
CPX-1179	DCS1 decapping scavenger complex
CPX-45	LSM1-7 complex
CPX-1259	Neuron-specific SWI/SNF ATP-dependent chromatin remodeling complex, ARID1B-SMARCA4 variant
CPX-1933	DnaB-DnaG primase-helicase complex
CPX-996	Cas1-Cas2 complex
CPX-1745	Collagen type VIII trimer variant 1
CPX-3964	fadBA fatty acid oxidation complex, aerobic conditions
CPX-2532	rpoe-rsea-rseb sigma-antisigma complex
CPX-2010	Cyclin D1-CDK4 complex
CPX-6543	bZIP transcription factor complex, ATF4-DDIT3
CPX-1616	Clathrin complex
CPX-2985	GABA-A receptor, alpha-2/beta-3/gamma-2
CPX-4231	Gamma-secretase complex, APH1A-PSEN2 variant
CPX-6149	Prefoldin co-chaperone complex
CPX-3035	Integrin alphav-beta3 complex
CPX-114	Glycoprotein Ib-IX-V complex
CPX-1295	MKT1-PBP1 translation regulation complex
CPX-2182	CX3 complex
CPX-2189	CGRP receptor complex
CPX-1075	Ribonucleoside-diphosphate reductase 1 complex
CPX-288	NMDA receptor complex, GluN1-GluN2D
CPX-24	U6 small nuclear ribonucleoprotein complex
CPX-1083	Cobalamin outer membrane transporter complex
CPX-3303	BTR double Holliday Junction dissolution complex
CPX-2027	PUMA:BCL-2 complex
CPX-5983	Phosphatidylinositol 3-kinase complex class IA, p110delta/p85alpha
CPX-1144	FOXO3-MYC complex
CPX-261	HCN1 channel complex
CPX-566	Mitochondrial respiratory chain complex II
CPX-2902	RAD6-RAD18 ubiquitin ligase complex
CPX-7901	GID E3 ubiquitin ligase complex, RMND5B-RANBP9 variant
CPX-1229	RAP1-GCR1-GCR2 transcription activation complex
CPX-1671	Prefoldin co-chaperone complex
CPX-2980	Collagen type XIII trimer
CPX-8146	Sodium:potassium-exchanging ATPase complex, FXYD7 variant
CPX-965	E2F1-DP1 Transcription factor complex
CPX-5581	Nitrate reductase Z complex
CPX-200	ATG12-ATG5-ATG16L1 complex
CPX-2676	Glycosylphosphatidylinsitol ethanolamine-phosphate transferase II complex
CPX-2260	Non-canonical polycomb repressive complex 1.2, RING1-YAF2 variant
CPX-578	Cyclin-dependent protein kinase-activating kinase complex
CPX-6170	MBL2-MASP1 lectin-protease complex
CPX-72	NKX2-5 homodimer complex
CPX-5829	NF-kappaB DNA-binding transcription factor complex, p52/p65
CPX-518	tPA-PAI-1 complex
CPX-5602	Alternative pathway pathogen cell-bound C3 convertase complex C3bBbP
CPX-1059	Sorf-1-Sorf-2 complex
CPX-8025	CRL3 E3 ubiquitin ligase complex, KLHL2 variant 
CPX-3121	Integrin alpha7-beta1 complex
CPX-3582	AMT1-1 - AMT1-3 heterotrimer, variant 1
CPX-3195	Cardiac muscle voltage-gated calcium channel complex
CPX-5975	Phosphatidylinositol 3-kinase complex class IA, p110beta/p85alpha
CPX-4233	Gamma-secretase complex, APH1B-PSEN1 variant
CPX-893	TLR1-TLR2 toll-like receptor complex
CPX-2830	7SK small nuclear ribonuclearprotein
CPX-1914	Ripoptosome
CPX-2459	ESCRT-III complex
CPX-1630	Mitochondrial processing peptidase complex
